Player,Pos,Age,Tm,MP,FG%,3P%,eFG%,FT%,TRB,AST,STL,BLK,TOV,PTS
Reggie Perry,PF,21,POR,19.7,0.5,0.188,0.519,0.6,5.1,1.3,1,0.7,1.2,10
Reggie Perry,PF,21,IND,10,1,0,1,0,1,0,0,0,0,2
Jamorko Pickett,PF,24,DET,13.5,0.36,0.333,0.49,0.5,2.5,0.5,0,0.5,0.4,3.8
Theo Pinson,SF,26,DAL,7.8,0.359,0.333,0.487,1,1.1,0.9,0.3,0.1,0.3,2.5
Mason Plumlee,C,31,CHO,24.6,0.641,0,0.641,0.392,7.7,3.1,0.8,0.7,1.4,6.5
Jakob Poeltl,C,26,SAS,29,0.618,1,0.619,0.495,9.3,2.8,0.7,1.7,1.6,13.5
Aleksej Pokusevski,PF,20,OKC,20.2,0.408,0.289,0.47,0.7,5.2,2.1,0.6,0.6,1.5,7.6
Yves Pons,SF,22,MEM,5.9,0.313,0.333,0.406,0,1,0.1,0.1,0.3,0.1,1.1
Jordan Poole,SG,22,GSW,30,0.448,0.364,0.548,0.925,3.4,4,0.8,0.3,2.5,18.5
Kevin Porter Jr.,PG,21,HOU,31.3,0.415,0.375,0.511,0.642,4.4,6.2,1.1,0.4,3.1,15.6
Michael Porter Jr.,SF,23,DEN,29.4,0.359,0.208,0.408,0.556,6.6,1.9,1.1,0.2,1.3,9.9
Otto Porter Jr.,PF,28,GSW,22.2,0.464,0.37,0.56,0.803,5.7,1.5,1.1,0.5,0.6,8.2
Bobby Portis,C,26,MIL,28.2,0.479,0.393,0.555,0.752,9.1,1.2,0.7,0.7,1.3,14.6
Kristaps Porzingis,PF,26,TOT,29,0.459,0.31,0.51,0.867,8.1,2.3,0.7,1.6,1.6,20.2
Kristaps Porzingis,PF,26,DAL,29.5,0.451,0.283,0.499,0.865,7.7,2,0.7,1.7,1.6,19.2
Kristaps Porzingis,PF,26,WAS,28.2,0.475,0.367,0.531,0.871,8.8,2.9,0.7,1.5,1.6,22.1
Micah Potter,C,23,DET,10.3,0.455,0,0.455,1,3,0,0.3,0.3,0.3,4
Dwight Powell,C,30,DAL,21.9,0.671,0.351,0.687,0.783,4.9,1.2,0.5,0.5,0.8,8.7
Myles Powell,PG,24,PHI,4.7,0.294,0.167,0.324,1,0.5,0.3,0.1,0,0.3,1.2
Norman Powell,SF-SG,28,TOT,32.4,0.461,0.419,0.549,0.811,3.2,2.1,0.9,0.5,1.5,19
Norman Powell,SF,28,POR,33.3,0.456,0.406,0.542,0.803,3.3,2.1,1,0.4,1.6,18.7
Norman Powell,SG,28,LAC,25,0.508,0.542,0.611,0.857,2.8,2.8,0.4,0.8,1.4,21.4
Joshua Primo,SG,19,SAS,19.3,0.374,0.307,0.452,0.746,2.3,1.6,0.4,0.5,1.1,5.8
Taurean Prince,PF,27,MIN,17.1,0.454,0.376,0.564,0.756,2.5,1,0.7,0.3,0.8,7.3
Payton Pritchard,SG,24,BOS,14.1,0.429,0.412,0.564,1,1.9,2,0.4,0.1,0.6,6.2
Trevelin Queen,SG,24,HOU,7.4,0.455,0.375,0.591,1,1.6,0.4,0.5,0.1,0.7,4.3
Neemias Queta,C,22,SAC,8.6,0.447,0,0.447,0.647,2.2,0.4,0.1,0.6,0.4,3.2
Immanuel Quickley,PG,22,NYK,23.1,0.392,0.346,0.487,0.881,3.2,3.5,0.7,0,1.3,11.3
Jahmi'us Ramsey,SG,20,SAC,7.1,0.414,0.278,0.457,0.5,0.7,0.4,0.1,0.1,0.3,3.2
Julius Randle,PF,27,NYK,35.3,0.411,0.308,0.459,0.756,9.9,5.1,0.7,0.5,3.4,20.1
Austin Reaves,SG,23,LAL,23.2,0.459,0.317,0.542,0.839,3.2,1.8,0.5,0.3,0.7,7.3
Cam Reddish,SF,22,TOT,20.7,0.404,0.359,0.485,0.902,2.1,1,1,0.3,1.2,10.1
Cam Reddish,SF,22,ATL,23.4,0.402,0.379,0.487,0.9,2.5,1.1,1,0.3,1.3,11.9
Cam Reddish,SF,22,NYK,14.3,0.415,0.258,0.477,0.906,1.4,0.7,0.8,0.3,0.9,6.1
Davon Reed,SG,26,DEN,13.9,0.503,0.43,0.618,0.667,2.3,1.1,0.5,0.2,0.3,4.4
Paul Reed,C,22,PHI,7.9,0.563,0.25,0.573,0.429,2.4,0.4,0.9,0.4,0.3,3.1
Naz Reid,C,22,MIN,15.8,0.489,0.343,0.549,0.765,3.9,0.9,0.5,0.9,1.1,8.3
Nick Richards,C,24,CHO,7.3,0.667,0,0.667,0.698,1.7,0.3,0.2,0.4,0.5,3
Josh Richardson,SG,28,TOT,24.6,0.438,0.415,0.534,0.889,2.8,1.8,0.9,0.4,1,10.2
Josh Richardson,SG,28,BOS,24.7,0.443,0.397,0.534,0.859,2.8,1.5,0.8,0.5,0.9,9.7
Josh Richardson,SG,28,SAS,24.4,0.429,0.444,0.534,0.946,2.9,2.3,1,0.3,1.3,11.4
Austin Rivers,SG,29,DEN,22.1,0.417,0.342,0.53,0.727,1.7,1.3,0.8,0.1,0.8,6
Duncan Robinson,SG,27,MIA,25.9,0.399,0.372,0.559,0.836,2.6,1.6,0.5,0.2,0.8,10.9
Justin Robinson,PG,24,TOT,12.2,0.301,0.295,0.398,0.5,0.8,1.3,0.4,0,0.7,3.1
Justin Robinson,PG,24,MIL,11.6,0.316,0.27,0.404,1,0.8,1.2,0.5,0,0.6,2.8
Justin Robinson,PG,24,SAC,5,0.125,0,0.125,0,0.3,0.7,0,0,0.3,0.7
Justin Robinson,PG,24,DET,18.2,0.321,0.381,0.464,0.333,1.4,1.8,0.2,0.2,1,5.6
Mitchell Robinson,C,23,NYK,25.7,0.761,0,0.761,0.486,8.6,0.5,0.8,1.8,0.8,8.5
Jeremiah Robinson-Earl,C,21,OKC,22.2,0.414,0.352,0.503,0.741,5.6,1,0.6,0.3,0.8,7.5
Isaiah Roby,PF,23,OKC,21.1,0.514,0.444,0.582,0.672,4.8,1.6,0.8,0.8,1,10.1
Rajon Rondo,PG,35,TOT,17.9,0.386,0.352,0.474,0.731,2.8,4.4,0.8,0.2,1.7,4.8
Rajon Rondo,PG,35,LAL,16.1,0.324,0.267,0.38,0.5,2.7,3.7,0.7,0.3,1.9,3.1
Rajon Rondo,PG,35,CLE,19.4,0.429,0.397,0.538,0.75,2.8,4.9,0.9,0,1.6,6.2
Derrick Rose,PG,33,NYK,24.5,0.445,0.402,0.513,0.968,3,4,0.8,0.5,1.5,12
Terrence Ross,SG,30,ORL,23,0.397,0.292,0.467,0.862,2.6,1.8,0.4,0.2,1.2,10
Terry Rozier,SG,27,CHO,33.7,0.444,0.374,0.539,0.852,4.3,4.5,1.3,0.3,1.3,19.3
Ricky Rubio,PG,31,CLE,28.5,0.363,0.339,0.434,0.854,4.1,6.6,1.4,0.2,2.6,13.1
D'Angelo Russell,PG,25,MIN,32,0.411,0.34,0.502,0.825,3.3,7.1,1,0.3,2.5,18.1
Matt Ryan,SF,24,BOS,5,0.2,0.2,0.3,0,0,0,1,0,0,3
Domantas Sabonis,C-PF,25,TOT,34.5,0.573,0.312,0.598,0.741,12.1,5.2,1,0.4,3.1,18.9
Domantas Sabonis,C,25,IND,34.7,0.58,0.324,0.61,0.74,12.1,5,1,0.5,3,18.9
Domantas Sabonis,PF,25,SAC,33.6,0.554,0.235,0.564,0.743,12.3,5.8,0.9,0.3,3.5,18.9
Olivier Sarr,C,22,OKC,19.1,0.574,0.448,0.639,0.828,4.2,0.9,0.3,0.7,1,7
Tomáš Satoranski,SG,30,TOT,16.5,0.377,0.208,0.406,0.796,2.3,3.3,0.5,0.1,0.8,3.6
Tomáš Satoranski,SG,30,NOP,15,0.299,0.161,0.322,0.76,2,2.4,0.4,0,0.7,2.8
Tomáš Satoranski,SG,30,SAS,9,0,0,0,0.75,1,0,0,0,0,3
Tomáš Satoranski,SG,30,WAS,18.9,0.476,0.273,0.512,0.84,2.8,4.9,0.7,0.2,1,4.9
Jordan Schakel,SG,23,WAS,7.5,0.091,0.167,0.136,1,2,0,0.3,0,0.3,1.3
Admiral Schofield,SF,24,ORL,12.3,0.419,0.329,0.519,0.8,2.3,0.7,0.1,0.1,0.6,3.8
Dennis Schröder,SG-PG,28,TOT,28.7,0.431,0.344,0.49,0.853,3.3,4.6,0.8,0.1,2.2,13.5
Dennis Schröder,SG,28,BOS,29.2,0.44,0.349,0.497,0.848,3.3,4.2,0.8,0.1,2.1,14.4
Dennis Schröder,PG,28,HOU,26.9,0.393,0.328,0.461,0.872,3.3,5.9,0.8,0.2,2.6,10.9
Tre Scott,SF,25,CLE,5.5,0.5,0,0.5,0,1,0,0.5,0.5,0,3
Jay Scrubb,SG,21,LAC,6.7,0.391,0.286,0.457,0.7,0.9,0.4,0.2,0.2,0.4,2.7
Wayne Selden,SG,27,NYK,6.3,0.25,0.5,0.375,0.5,0.3,0.3,0,0,0,1.7
Alperen Þengün,C,19,HOU,20.7,0.474,0.248,0.502,0.711,5.5,2.6,0.8,0.9,2,9.6
Collin Sexton,SG,23,CLE,28.7,0.45,0.244,0.487,0.744,3.3,2.1,0.9,0,2.8,16
Landry Shamet,SG,24,PHO,20.8,0.394,0.368,0.521,0.84,1.8,1.6,0.4,0.1,0.6,8.3
Day'Ron Sharpe,PF,20,BRK,12.2,0.577,0.286,0.584,0.585,5,0.5,0.3,0.5,0.9,6.2
Pascal Siakam,PF,27,TOR,37.9,0.494,0.344,0.525,0.749,8.5,5.3,1.3,0.6,2.7,22.8
Chris Silva,PF,25,TOT,9.1,0.533,0,0.533,0.833,3.6,0.7,0,0.1,0.8,2.6
Chris Silva,PF,25,MIN,3,0,0,0,0,1,0,0,0,0,0
Chris Silva,PF,25,MIA,9.8,0.533,0,0.533,0.833,3.9,0.8,0,0.1,0.9,2.9
Marko Simonovic,C,22,CHI,3.9,0.267,0.2,0.3,0.727,1.1,0,0.1,0.1,0.2,1.9
Anfernee Simons,SG,22,POR,29.5,0.443,0.405,0.555,0.888,2.6,3.9,0.5,0.1,2,17.3
Zavier Simpson,PG,24,OKC,43.5,0.365,0.125,0.375,1,5.3,7.5,1.3,1,2.5,11
Jericho Sims,PF,23,NYK,13.5,0.722,0,0.722,0.414,4.1,0.5,0.3,0.5,0.5,2.2
Deividas Sirvydis,SG,21,DET,9,0.1,0.143,0.15,0,2,0.3,1,0.3,0,1
Javonte Smart,PG,22,TOT,11.8,0.317,0.296,0.383,0.833,1.4,0.9,0.4,0.2,0.6,3
Javonte Smart,PG,22,MIL,12.3,0.256,0.222,0.302,0.833,1.5,1.1,0.3,0.2,0.7,2.4
Javonte Smart,PG,22,MIA,10,0.471,0.444,0.588,0,1.3,0.5,0.5,0.3,0.5,5
Marcus Smart,PG,27,BOS,32.3,0.418,0.331,0.501,0.793,3.8,5.9,1.7,0.3,2.2,12.1
Dennis Smith Jr.,PG,24,POR,17.2,0.418,0.222,0.434,0.656,2.4,3.6,1.2,0.3,1.4,5.6
Ish Smith,PG,33,TOT,17.3,0.43,0.373,0.459,0.625,2.2,3.8,0.7,0.4,1.2,6.3
Ish Smith,PG,33,CHO,13.8,0.395,0.4,0.422,0.632,1.5,2.6,0.5,0.3,1,4.5
Ish Smith,PG,33,WAS,22,0.457,0.357,0.488,0.6,3,5.2,1,0.5,1.5,8.6
Jalen Smith,PF,21,TOT,18.1,0.503,0.328,0.56,0.765,6,0.5,0.3,0.8,0.8,9.2
Jalen Smith,PF,21,PHO,13.2,0.46,0.231,0.493,0.769,4.8,0.2,0.2,0.6,0.8,6
Jalen Smith,PF,21,IND,24.7,0.531,0.373,0.603,0.76,7.6,0.8,0.4,1,0.9,13.4
Xavier Sneed,SF,24,TOT,4.3,0.2,0.125,0.25,0,0.7,0.1,0,0,0,0.6
Xavier Sneed,SF,24,MEM,4,0,0,0,0,1,0,0,0,0,0
Xavier Sneed,SF,24,UTA,4.4,0.25,0.167,0.313,0,0.6,0.1,0,0,0,0.7
Tony Snell,SG,30,TOT,15.5,0.404,0.352,0.535,1,1.9,0.5,0.3,0.2,0.4,3.5
Tony Snell,SG,30,POR,14.4,0.371,0.32,0.495,1,1.9,0.5,0.2,0.2,0.3,2.6
Tony Snell,SG,30,NOP,18.5,0.446,0.396,0.588,1,2.1,0.5,0.5,0.1,0.5,5.9
Jaden Springer,SG,19,PHI,3,1,0,1,0,1,0,0,1,0.5,1
Cassius Stanley,SG,22,DET,17.2,0.413,0.235,0.457,1,2.1,0.4,0.6,0.2,0.7,5.8
Nik Stauskas,SG,28,TOT,4.9,0.357,0.4,0.5,0.667,0.4,0.3,0,0,0.1,2.3
Nik Stauskas,SG,28,MIA,12,0.375,0.5,0.5,0.75,1.5,0.5,0,0,0,5.5
Nik Stauskas,SG,28,BOS,2.5,0.333,0.333,0.5,0.5,0,0.2,0,0,0.2,1.2
Lance Stephenson,SG-SF,31,TOT,17.7,0.455,0.3,0.497,0.788,2.8,3.6,0.5,0.1,1.6,8.3
Lance Stephenson,SF,31,ATL,11.7,0.385,0,0.385,0.5,2.5,1.8,0,0,0.7,1.8
Lance Stephenson,SG,31,IND,18.6,0.458,0.31,0.502,0.795,2.8,3.9,0.6,0.1,1.7,9.3
Lamar Stevens,PF,24,CLE,16.1,0.489,0.277,0.517,0.707,2.6,0.7,0.5,0.3,0.7,6.1
Isaiah Stewart,C,20,DET,25.6,0.51,0.326,0.526,0.718,8.7,1.2,0.3,1.1,1.2,8.3
Max Strus,SF,25,MIA,23.3,0.441,0.41,0.602,0.792,3,1.4,0.4,0.2,0.8,10.6
Jalen Suggs,PG,20,ORL,27.2,0.361,0.214,0.4,0.773,3.6,4.4,1.2,0.4,3,11.8
Craig Sword,SG,28,WAS,6.3,0.75,0,0.75,0,0,0.3,1.3,0,0.3,2
Keifer Sykes,PG,28,IND,17.7,0.363,0.3,0.434,0.882,1.4,1.9,0.4,0.1,1,5.6
Jae'Sean Tate,SF,26,HOU,26.4,0.498,0.312,0.541,0.707,5.4,2.8,0.9,0.5,1.8,11.8
Jayson Tatum,SF,23,BOS,35.9,0.453,0.353,0.526,0.853,8,4.4,1,0.6,2.9,26.9
Terry Taylor,SG,22,IND,21.6,0.614,0.316,0.641,0.706,5.2,1.2,0.4,0.2,0.7,9.6
Garrett Temple,SG,35,NOP,18.6,0.376,0.319,0.476,0.683,2.4,1.3,0.7,0.4,0.7,5.2
Emanuel Terry,PF,25,PHO,6,0,0,0,0,5,0.7,0.3,0,1.7,0
Tyrell Terry,PG,21,MEM,1.5,1,0,1,0,0,0,0,0,0,1
Jon Teske,C,24,MEM,2.7,0,0,0,0,0.7,0.3,0.3,0,0,0
Daniel Theis,C,29,TOT,20.8,0.519,0.308,0.576,0.681,4.9,0.9,0.4,0.7,1,8.2
Daniel Theis,C,29,HOU,22.5,0.469,0.291,0.534,0.675,5,0.8,0.4,0.7,1.2,8.4
Daniel Theis,C,29,BOS,18.7,0.598,0.357,0.643,0.688,4.7,1,0.4,0.7,0.7,7.9
Brodric Thomas,SG,25,BOS,5,0.444,0.222,0.5,0.6,0.8,0.9,0.1,0.1,0.5,1.8
Cam Thomas,SG,20,BRK,17.6,0.433,0.27,0.48,0.829,2.4,1.2,0.5,0.1,0.8,8.5
Isaiah Thomas,PG,32,TOT,15.1,0.401,0.337,0.485,0.846,1.3,1.5,0.3,0.2,0.7,8.4
Isaiah Thomas,PG,32,LAL,25.3,0.308,0.227,0.372,0.727,2,1.5,0,0.5,1.3,9.3
Isaiah Thomas,PG,32,DAL,13,0.375,0,0.375,0,0,4,0,0,0,6
Isaiah Thomas,PG,32,CHO,12.9,0.433,0.397,0.529,0.933,1.2,1.4,0.4,0.2,0.6,8.3
Matt Thomas,SG,27,CHI,11.5,0.41,0.385,0.541,0.8,1.3,0.5,0.2,0.1,0.2,4
Klay Thompson,SG,31,GSW,29.4,0.429,0.385,0.529,0.902,3.9,2.8,0.5,0.5,1.3,20.4
Tristan Thompson,PF,30,TOT,15.7,0.528,0.333,0.53,0.526,5.1,0.6,0.4,0.4,0.8,6
Tristan Thompson,PF,30,SAC,15.2,0.503,1,0.507,0.533,5.4,0.6,0.4,0.4,1,6.2
Tristan Thompson,PF,30,IND,16.5,0.542,0,0.542,0.375,4.5,0.5,0,0.5,1,7.3
Tristan Thompson,PF,30,CHI,16.3,0.565,0,0.565,0.542,4.7,0.6,0.5,0.3,0.5,5.7
JT Thor,PF,19,CHO,7.9,0.436,0.259,0.5,0.6,1.3,0.6,0.2,0.3,0.3,2
Matisse Thybulle,SG,24,PHI,25.5,0.5,0.313,0.575,0.791,2.3,1.1,1.7,1.1,0.6,5.7
Killian Tillie,C,23,MEM,12.8,0.339,0.314,0.445,0.625,1.7,0.6,0.6,0.4,0.4,3.3
Xavier Tillman Sr.,PF,23,MEM,13.2,0.454,0.204,0.477,0.648,3,1.2,0.9,0.3,0.6,4.8
Isaiah Todd,PF,20,WAS,6.2,0.269,0.25,0.346,0.333,1,0.3,0.3,0.2,0.3,1.7
Obi Toppin,PF,23,NYK,17.1,0.531,0.308,0.586,0.758,3.7,1.1,0.3,0.5,0.8,9
Juan Toscano-Anderson,SF,28,GSW,13.6,0.489,0.322,0.549,0.571,2.4,1.7,0.7,0.2,0.9,4.1
Karl-Anthony Towns,C,26,MIN,33.5,0.529,0.41,0.591,0.822,9.8,3.6,1,1.1,3.1,24.6
Gary Trent Jr.,SG,23,TOR,35,0.414,0.383,0.511,0.853,2.7,2,1.7,0.3,1,18.3
P.J. Tucker,PF,36,MIA,27.9,0.484,0.415,0.577,0.738,5.5,2.1,0.8,0.2,0.9,7.6
Rayjon Tucker,SG,24,TOT,14.2,0.667,0.8,0.889,0.714,1.6,2,0.8,0,0.2,4.2
Rayjon Tucker,SG,24,DEN,9.7,0.5,0.5,0.75,0.75,1.3,1.3,0.3,0,0,2
Rayjon Tucker,SG,24,MIL,21,0.714,1,0.929,0.667,2,3,1.5,0,0.5,7.5
Myles Turner,C,25,IND,29.4,0.509,0.333,0.587,0.752,7.1,1,0.7,2.8,1.3,12.9
Jonas Valanciunas,C,29,NOP,30.3,0.544,0.361,0.574,0.82,11.4,2.6,0.6,0.8,2.4,17.8
Denzel Valentine,SG,28,TOT,9.3,0.379,0.404,0.523,0,1.8,0.5,0.3,0,0.5,2.9
Denzel Valentine,SG,28,CLE,9.3,0.371,0.409,0.516,0,1.7,0.5,0.3,0,0.5,2.9
Denzel Valentine,SG,28,UTA,9,0.5,0.333,0.625,0,2,0,0.5,0,1,2.5
Jarred Vanderbilt,PF,22,MIN,25.4,0.587,0.143,0.59,0.656,8.4,1.3,1.3,0.6,1,6.9
Fred VanVleet,PG,27,TOR,37.9,0.403,0.377,0.513,0.874,4.4,6.7,1.7,0.5,2.6,20.3
Devin Vassell,SF,21,SAS,27.3,0.427,0.361,0.516,0.838,4.3,1.9,1.1,0.6,0.8,12.3
Gabe Vincent,PG,25,MIA,23.4,0.417,0.368,0.533,0.815,1.9,3.1,0.9,0.2,1.4,8.7
Nikola Vucevic,C,31,CHI,33.1,0.473,0.314,0.518,0.76,11,3.2,1,1,1.9,17.6
Dean Wade,PF,25,CLE,19.2,0.456,0.359,0.574,0.667,2.9,1,0.6,0.1,0.3,5.3
Franz Wagner,SF,20,ORL,30.7,0.468,0.354,0.517,0.863,4.5,2.9,0.9,0.4,1.5,15.2
Moritz Wagner,C,24,ORL,15.2,0.497,0.328,0.581,0.806,3.7,1.4,0.3,0.2,0.9,9
Ish Wainright,PF,27,PHO,8,0.394,0.322,0.486,0.583,1.2,0.3,0.4,0.1,0.3,2.4
Kemba Walker,PG,31,NYK,25.6,0.403,0.367,0.501,0.845,3,3.5,0.7,0.2,1.3,11.6
Lonnie Walker IV,SG,23,SAS,23,0.407,0.314,0.48,0.784,2.6,2.2,0.6,0.3,1,12.1
M.J. Walker,SG,23,PHO,4,0,0,0,0,0.5,0.5,1,0,0,0
Tyrone Wallace,SG,27,NOP,12.5,0.35,0.25,0.4,0.2,1.3,0.2,0.5,0.2,0.3,2.8
Derrick Walton,PG,26,DET,36,0.231,0.231,0.288,1,3.3,7,2.3,1.3,3.7,6.3
Brad Wanamaker,PG,32,TOT,13.9,0.364,0.235,0.39,0.92,1.7,2.4,0.3,0.3,1,3.6
Brad Wanamaker,PG,32,IND,13.3,0.361,0.235,0.389,0.909,1.6,2.2,0.2,0.3,1,3.5
Brad Wanamaker,PG,32,WAS,27,0.4,0,0.4,1,4,7,2,0,0,7
Duane Washington Jr.,PG,21,IND,20.2,0.405,0.377,0.5,0.754,1.7,1.8,0.5,0.1,1.2,9.9
P.J. Washington,PF,23,CHO,27.2,0.47,0.365,0.573,0.716,5.2,2.3,0.9,0.9,1.3,10.3
Yuta Watanabe,SF,27,TOR,11.7,0.406,0.342,0.504,0.6,2.4,0.6,0.3,0.4,0.5,4.3
Lindy Waters III,SG,24,OKC,18.6,0.406,0.363,0.557,0.8,2.9,1,0.8,0.3,0.4,8
Tremont Waters,PG,24,TOT,16.7,0.286,0.222,0.357,0,1.3,2.3,1.7,0,1.3,3.3
Tremont Waters,PG,24,TOR,21,0.25,0.222,0.333,0,2,3.5,2,0,2,4
Tremont Waters,PG,24,WAS,8,0.5,0,0.5,0,0,0,1,0,0,2
Trendon Watford,SF,21,POR,18.1,0.532,0.237,0.549,0.755,4.1,1.7,0.5,0.6,0.9,7.6
Paul Watson,SF,27,OKC,17.3,0.343,0.231,0.429,0.5,3,0.9,0.3,0.3,0.4,3.4
Quinndary Weatherspoon,SG,25,GSW,6.6,0.571,0.2,0.595,1,1.3,0.5,0.1,0.1,0.3,2.7
Russell Westbrook,PG,33,LAL,34.3,0.444,0.298,0.476,0.667,7.4,7.1,1,0.3,3.8,18.5
Coby White,PG,21,CHI,27.5,0.433,0.385,0.539,0.857,3,2.9,0.5,0.2,1.1,12.7
Derrick White,SG,27,TOT,29.3,0.421,0.312,0.493,0.864,3.5,4.9,0.9,0.8,1.6,13.2
Derrick White,SG,27,SAS,30.3,0.426,0.314,0.497,0.869,3.5,5.6,1,0.9,1.8,14.4
Derrick White,SG,27,BOS,27.4,0.409,0.306,0.483,0.853,3.4,3.5,0.6,0.6,1.2,11
Hassan Whiteside,C,32,UTA,17.9,0.652,0,0.652,0.623,7.6,0.4,0.3,1.6,0.8,8.2
Joe Wieskamp,SG,22,SAS,7.1,0.357,0.326,0.482,0.538,0.5,0.3,0.1,0.1,0.1,2.1
Aaron Wiggins,SG,23,OKC,24.2,0.463,0.304,0.525,0.729,3.6,1.4,0.6,0.2,1.1,8.3
Andrew Wiggins,SF,26,GSW,31.9,0.466,0.393,0.543,0.634,4.5,2.2,1,0.7,1.5,17.2
Lindell Wigginton,PG,23,MIL,10.5,0.426,0.346,0.5,0.543,1.3,1.2,0.3,0.1,0.6,4.2
Brandon Williams,PG,22,POR,26.7,0.372,0.292,0.427,0.701,3.1,3.9,1,0.4,2.4,12.9
Grant Williams,PF,23,BOS,24.4,0.475,0.411,0.597,0.905,3.6,1,0.5,0.7,0.8,7.8
Kenrich Williams,SF,27,OKC,21.9,0.461,0.339,0.525,0.545,4.5,2.2,0.9,0.2,0.9,7.4
Lou Williams,PG,35,ATL,14.3,0.391,0.363,0.448,0.859,1.6,1.9,0.5,0.1,0.8,6.3
Patrick Williams,PF,20,CHI,24.8,0.529,0.517,0.603,0.732,4.1,0.9,0.5,0.5,0.9,9
Robert Williams,C,24,BOS,29.6,0.736,0,0.736,0.722,9.6,2,0.9,2.2,1,10
Ziaire Williams,SF,20,MEM,21.7,0.45,0.314,0.54,0.782,2.1,1,0.6,0.2,0.7,8.1
D.J. Wilson,PF,25,TOR,13.5,0.733,0,0.733,0.8,4,1.3,1.3,0.3,0.5,7.5
Dylan Windler,SF,25,CLE,9.2,0.378,0.3,0.485,0.833,1.8,0.7,0.3,0.1,0.3,2.2
Justise Winslow,SF,25,TOT,16.1,0.428,0.227,0.457,0.591,4.2,1.8,0.7,0.5,1,5.7
Justise Winslow,SF,25,LAC,12.9,0.447,0.172,0.465,0.61,3.6,1.4,0.6,0.5,1,4.2
Justise Winslow,SF,25,POR,26.8,0.405,0.27,0.448,0.56,6.3,2.9,1.3,0.6,1.1,10.7
Cassius Winston,PG,23,WAS,5.6,0.364,0.333,0.455,1,0.1,1,0,0,0.4,2
Christian Wood,C,26,HOU,30.8,0.501,0.39,0.576,0.623,10.1,2.3,0.8,1,1.9,17.9
Robert Woodard II,SF,22,SAC,3.5,0.125,0.25,0.156,1,0.9,0.3,0.1,0.1,0.1,0.6
Delon Wright,SG,29,ATL,18.9,0.454,0.379,0.535,0.857,2.9,2.4,1.2,0.2,0.6,4.4
McKinley Wright IV,PG,23,MIN,3.8,0.667,0.5,0.833,0,0,0.6,0,0,0.2,1
Moses Wright,PF,23,TOT,3.5,0.25,0,0.25,1,0.8,0.5,0,0.3,0,1.3
Moses Wright,PF,23,LAC,1,0,0,0,0,0,1,0,0,0,0
Moses Wright,PF,23,DAL,4.3,0.25,0,0.25,1,1,0.3,0,0.3,0,1.7
Gabe York,SG,28,IND,10.5,0.286,0.167,0.357,0.6,1,2,1,0.5,0.5,4
Thaddeus Young,PF,33,TOT,16.3,0.518,0.354,0.55,0.469,4,2,1,0.3,1,6.2
Thaddeus Young,PF,33,SAS,14.2,0.578,0,0.578,0.455,3.6,2.3,0.9,0.3,1.2,6.1
Thaddeus Young,PF,33,TOR,18.3,0.465,0.395,0.524,0.481,4.4,1.7,1.2,0.4,0.8,6.3
Trae Young,PG,23,ATL,34.9,0.46,0.382,0.536,0.904,3.7,9.7,0.9,0.1,4,28.4
Omer Yurtseven,C,23,MIA,12.6,0.526,0.091,0.528,0.623,5.3,0.9,0.3,0.4,0.7,5.3
Cody Zeller,C,29,POR,13.1,0.567,0,0.567,0.776,4.6,0.8,0.3,0.2,0.7,5.2
Ivica Zubac,C,24,LAC,24.4,0.626,0,0.626,0.727,8.5,1.6,0.5,1,1.5,10.3
